ID,Title,ShortDescrition,BookPoints,BoB,ReasonForBoB,status,ReasonForDeny,Schvalovatel,Created,Created By,CategoryID,gb_title,gb_authors,gb_pageCount,gb_categories,gb_subtitle,gb_publisher,gb_publishedDate,gb_description,gb_isbn_10,gb_isbn_13,gb_printType,gb_mainCategory,gb_language,gb_averageRating,gb_ratingsCount,gb_dim_height,gb_dim_width,gb_dim_thickness,gb_img_smallThumbnail,gb_img_thumbnail,gb_img_small,gb_img_medium,gb_img_large,gb_img_extraLarge,gb_previewLink,gb_infoLink,gb_canonicalVolumeLink,gb_isEbook,gb_saleability,gb_buyLink,gb_viewability,gb_publicDomain,gb_epub_available,gb_pdf_available,ai_category,ai_points,ai_thematic_area,ai_remove_flag,ai_reason,ai_model,ai_prompt_version
22,Alchymista,,2,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),8,Alchymista,Paulo Coelho,,,,,2021,"Symbolický příběh o chlapci, kterému se podařilo naplnit svůj sen. Hrdinou je prostý chlapec, pasáček ovcí, který se pro své povolání rozhodl proto, aby se mohl toulat světem a poznávat jej. Ve snu vidí zakopaný poklad - rozhodne se změnit svůj život tak, aby sen byl naplněn. Dostane se na Saharu, kterou putuje ve společnosti berberského alchymisty, překoná mnohá nebezpečí, setká se s osudovou láskou a nakonec svůj poklad nachází. Symbolický příběh je obrazem člověka zmoudřelého, který v pokoře poznává svět kolem sebe i smysl lidského bytí.",8025734781,9788025734780,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=gpnqzgEACAAJ&dq=intitle:Alchymista&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=gpnqzgEACAAJ&dq=intitle:Alchymista&hl=&source=gbs_api,https://books.google.com/books/about/Alchymista.html?hl=&id=gpnqzgEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,1,1,,no,"Kniha je schválena, protože se jedná o celosvětově známý alegorický příběh zaměřený na osobní rozvoj a hledání vlastní cesty. Svým charakterem a stylem vyprávění spadá do kategorie 1 (Inspirace), která motivuje čtenáře k zamyšlení, ale neposkytuje konkrétní návody. Kniha získává 1 bod, což je standardní hodnocení pro tuto kategorii. Počet stran není uveden, takže se bodování nemění.",gemini-2.5-pro,v1
23,Malý Princ,,2,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),8,Malý princ,Antoine de Saint-Exupéry,97,Fiction,,Albatros,2016-01-01,"Není pohádka jako pohádka, není princ jako princ. Tenhle je skutečně jen jeden – Malý princ, jedno z nejslavnějších děl moderní světové literatury.S Malým princem se v africké poušti setkává opuštěný letec, autor této knížky. Zatímco se pokouší opravit havarovaný stroj, povídají si o všeličem. O tajemství podivuhodné pouti Malého prince, o dobru a zlu, o přátelství a kráse, o pravém štěstí, o odpovědnosti za ty, které máme rádi. A vůbec nezáleží na tom, odkud pocházíme: Malý princ pocházel z tak malinké planetky, že si to možná ani neumíme představit. Ale věděl, že je třeba chránit květinu, kterou vypěstoval, a že mu to přineslo větší radost než pijákovi plná láhev, podnikateli peníze a panovačnému králi nezměrná moc.Knížka vychází s původními ilustracemi autora a v novém moderním překladu Richarda Podaného.",8000041979,9788000041971,BOOK,,cs,5,1,,,,http://books.google.com/books/content?id=UgHqCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=UgHqCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=UgHqCwAAQBAJ&printsec=frontcover&dq=intitle:Mal%C3%BD+Princ&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=UgHqCwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=UgHqCwAAQBAJ,True,FOR_SALE,https://play.google.com/store/books/details?id=UgHqCwAAQBAJ&rdid=book-UgHqCwAAQBAJ&rdot=1&source=gbs_api,PARTIAL,False,True,True,1,1,,no,"Kniha je schválena, protože se jedná o nadčasové alegorické dílo s hlubokým filozofickým přesahem. Přestože jde o beletrii, její témata jako přátelství, odpovědnost a hledání smyslu života jsou klíčová pro osobní rozvoj a pochopení lidských hodnot. Dílo je zařazeno do kategorie 1 (Inspirace), protože nabízí podněty k zamyšlení, nikoli konkrétní návody. Bodové hodnocení je 1, což je standard pro tuto kategorii; i když má kniha méně než 120 stran, body nelze snížit pod minimum.",gemini-2.5-pro,v1
24,"25 Typů Lidí, 3., Rozšířené Vydání",,2,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),9,"25 typů lidí - jak s nimi jednat, jak je vést a motivovat",Bělohlávek František,83,Business & Economics,"3., rozšířené vydání",Grada Publishing a.s.,2016-09-30,"Jak poznat a efektivně komunikovat s negativistou, popletou nebo arogantním člověkem? Již třetí vydání oblíbené knížky určené vedoucím pracovníkům přibližuje pět nových typů lidí: člověka podezíravého, upovídaného, přecitlivělého, konzervativního a příbuzného.",8027194059,9788027194056,BOOK,,cs,,,,,,http://books.google.com/books/content?id=vm_LDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=vm_LDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,"http://books.google.cz/books?id=vm_LDQAAQBAJ&printsec=frontcover&dq=intitle:25+Typ%C5%AF+Lid%C3%AD,+3.,+Roz%C5%A1%C3%AD%C5%99en%C3%A9+Vyd%C3%A1n%C3%AD&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=vm_LDQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=vm_LDQAAQBAJ,True,FOR_SALE,https://play.google.com/store/books/details?id=vm_LDQAAQBAJ&rdid=book-vm_LDQAAQBAJ&rdot=1&source=gbs_api,PARTIAL,False,False,True,2,1,Leadership,no,"Kniha je schválena, jelikož se přímo zaměřuje na relevantní témata leadershipu, managementu a mezilidské komunikace. Obsahově spadá do kategorie 2, protože poskytuje praktické návody a konkrétní postupy pro jednání s různými typy lidí. Standardní 2 body jsou sníženy na 1 bod kvůli velmi malému rozsahu knihy (83 stran), což naznačuje spíše soubor tipů než propracovanou metodiku.",gemini-2.5-pro,v1
25,"Bohatý Táta, Chudý Táta",,3,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),4,"Bohatý táta, chudý táta pro mladé","Robert T. Kiyosaki, Sharon L. Lechter",139,,co vás škola o penězích nenaučí,,2005,,8072051997,9788072051991,BOOK,,cs,,,,,,,,,,,,"http://books.google.cz/books?id=aUr-ygAACAAJ&dq=intitle:Bohat%C3%BD+T%C3%A1ta,+Chud%C3%BD+T%C3%A1ta&hl=&cd=1&source=gbs_api","http://books.google.cz/books?id=aUr-ygAACAAJ&dq=intitle:Bohat%C3%BD+T%C3%A1ta,+Chud%C3%BD+T%C3%A1ta&hl=&source=gbs_api",https://books.google.com/books/about/Bohat%C3%BD_t%C3%A1ta_chud%C3%BD_t%C3%A1ta_pro_mlad%C3%A9.html?hl=&id=aUr-ygAACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,1,1,Finance & ekonomika,no,"Kniha je schválena. Jedná se o populárně-naučný úvod do finanční gramotnosti, který se zaměřuje především na inspiraci a změnu myšlenkových vzorců, nikoliv na konkrétní návody. Dílo proto spadá do kategorie 1. Základní hodnocení 1 bod není upraveno, protože počet stran 139 nesplňuje kritérium pro snížení bodů.",gemini-2.5-pro,v1
26,"33 Rad, Jak Pečovat O Zákazníka",,2,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),5,33 rad jak pečovat o zákazníka,Jiří Brabec,106,,,,2004,,8025103250,9788025103258,BOOK,,cs,,,,,,,,,,,,"http://books.google.cz/books?id=j5q0AAAACAAJ&dq=intitle:33+Rad,+Jak+Pe%C4%8Dovat+O+Z%C3%A1kazn%C3%ADka&hl=&cd=1&source=gbs_api","http://books.google.cz/books?id=j5q0AAAACAAJ&dq=intitle:33+Rad,+Jak+Pe%C4%8Dovat+O+Z%C3%A1kazn%C3%ADka&hl=&source=gbs_api",https://books.google.com/books/about/33_rad_jak_pe%C4%8Dovat_o_z%C3%A1kazn%C3%ADka.html?hl=&id=j5q0AAAACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,2,1,Komunikace & prodej,no,"Kniha je schválena, protože se zabývá relevantním tématem péče o zákazníka. Podle názvu '33 rad' se jedná o soubor konkrétních postupů, což odpovídá kategorii 2 (Praktická dovednost). Kvůli velmi nízkému rozsahu (106 stran) je však bodové hodnocení sníženo ze dvou na jeden bod. Tematicky kniha spadá do oblasti Komunikace & prodej.",gemini-2.5-pro,v1
27,Učící Se Organizace,,1,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),9,Učící se organizace,Ivana Tichá,141,Corporate culture,,,2005,,8086851192,9788086851198,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=gsy9AAAACAAJ&dq=intitle:U%C4%8D%C3%ADc%C3%AD+Se+Organizace&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=gsy9AAAACAAJ&dq=intitle:U%C4%8D%C3%ADc%C3%AD+Se+Organizace&hl=&source=gbs_api,https://books.google.com/books/about/U%C4%8D%C3%ADc%C3%AD_se_organizace.html?hl=&id=gsy9AAAACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,2,2,Management,no,"Kniha je schválena, protože se zabývá klíčovým konceptem moderního managementu a firemní kultury. Téma 'učící se organizace' spadá do kategorie praktických dovedností a procesů (H2), jelikož obvykle popisuje frameworky a postupy pro budování adaptabilního prostředí. Standardní hodnocení jsou 2 body a rozsah 141 stran neodůvodňuje žádnou úpravu bodování.",gemini-2.5-pro,v1
28,7 Návyků Skutečně Efektivních Lidí,"Kniha Sedm návyků skutečně efektivních lidí od Stevena Coveyho je jedním z nejvlivnějších průvodců osobním a profesním rozvojem, který oslovuje čtenáře všech věkových kategorií a profesí. Covey nabízí nadčasové principy, které pomáhají lidem zlepšit jejich produktivitu, mezilidské vztahy a životní rovnováhu. Kniha nejenže poskytuje praktické návody, jak efektivně řídit čas, dosahovat cílů nebo posilovat týmovou spolupráci, ale také klade důraz na vnitřní integritu, hodnoty a empatickou komunikaci. Pokud hledáte inspiraci, jak žít smysluplnější a vyrovnanější život, nebo nástroje, jak se stát efektivnějším lídrem, tato kniha by měla být vaší další volbou.",2,True,"Kniha Sedm návyků skutečně efektivních lidí od Stevena Coveyho je jedním z nejvlivnějších průvodců osobním a profesním rozvojem, který oslovuje čtenáře všech věkových kategorií a profesí. Covey nabízí nadčasové principy, které pomáhají lidem zlepšit jejich produktivitu, mezilidské vztahy a životní rovnováhu. Kniha nejenže poskytuje praktické návody, jak efektivně řídit čas, dosahovat cílů nebo posilovat týmovou spolupráci, ale také klade důraz na vnitřní integritu, hodnoty a empatickou komunikaci. Pokud hledáte inspiraci, jak žít smysluplnější a vyrovnanější život, nebo nástroje, jak se stát efektivnějším lídrem, tato kniha by měla být vaší další volbou.",,,,14.09.2024 18:39,Chamrád Michal (S-PEF),9,7 návyků skutečně efektivních lidí,"Stephen R. Covey, Aleš Lisa",366,,"zásady osobního rozvoje, které změní váš život",,2014,,8072612689,9788072612680,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=L56zoAEACAAJ&dq=intitle:7+N%C3%A1vyk%C5%AF+Skute%C4%8Dn%C4%9B+Efektivn%C3%ADch+Lid%C3%AD&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=L56zoAEACAAJ&dq=intitle:7+N%C3%A1vyk%C5%AF+Skute%C4%8Dn%C4%9B+Efektivn%C3%ADch+Lid%C3%AD&hl=&source=gbs_api,https://books.google.com/books/about/7_n%C3%A1vyk%C5%AF_skute%C4%8Dn%C4%9B_efektivn%C3%ADch_lid%C3%AD.html?hl=&id=L56zoAEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,3,3,,no,"Kniha je schválena, protože se jedná o základní dílo v oblasti osobního rozvoje a leadershipu. Získává 3 body, protože nepředstavuje jen sadu praktických návodů, ale ucelený filozofický rámec pro změnu myšlení a paradigmat, což plně odpovídá kategorii H3. Cílem knihy je komplexní transformace uvažování, nikoliv jen osvojení izolovaných dovedností. Rozsah 366 stran je adekvátní hloubce tématu a nevyžaduje úpravu bodování.",gemini-2.5-pro,v1
363,Lídři jedí poslední,,2,False,"Chci 2 bodíky, jelikož v původní esejbance byla za dva a já pod tuto hodnotu nejdu :)",Zamítnuto,"opraveno, není nutné pro to zakládat ""nové datové vlákno"" 
V Bobu již nastaveno na 2 body",Plichta Jonáš (S),19.10.2024 19:26,Ostřížková Kateřina (S-PEF),17,LIDI JEDI POSLEDNIPRO NKTERE TMY DRI POHROMAD A JINE SE ROZPADAJI,SIMON SINEK.,,,,,2015,,8087270851,9788087270851,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=PPuOzQEACAAJ&dq=intitle:L%C3%ADd%C5%99i+jed%C3%AD+posledn%C3%AD&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=PPuOzQEACAAJ&dq=intitle:L%C3%ADd%C5%99i+jed%C3%AD+posledn%C3%AD&hl=&source=gbs_api,https://books.google.com/books/about/LIDI_JEDI_POSLEDNIPRO_NKTERE_TMY_DRI_POH.html?hl=&id=PPuOzQEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,1,1,Leadership,no,"Kniha 'Lidé jedí poslední' od Simona Sinka je klíčovým dílem v oblasti leadershipu. Spadá do kategorie inspirativní literatury, která se zaměřuje na principy a myšlenky spíše než na konkrétní, detailní postupy, a proto získává hodnocení 1 a 1 bod. Autor pomocí příběhů a příkladů vysvětluje, proč je pro fungování týmu klíčová důvěra a pocit bezpečí. Cílem je motivovat a změnit pohled na vedení lidí, nikoliv poskytnout praktický manuál.",gemini-2.5-pro,v1
30,48 Laws Of Power,,2,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),7,The 48 Laws of Power,Robert Greene,497,Self-Help,,Penguin,2000-09-01,"Amoral, cunning, ruthless, and instructive, this multi-million-copy New York Times bestseller is the definitive manual for anyone interested in gaining, observing, or defending against ultimate control – from the author of The Laws of Human Nature In the book that People magazine proclaimed “beguiling” and “fascinating,” Robert Greene and Joost Elffers have distilled three thousand years of the history of power into 48 essential laws by drawing from the philosophies of Machiavelli, Sun Tzu, and Carl Von Clausewitz and also from the lives of figures ranging from Henry Kissinger to P.T. Barnum. Some laws teach the need for prudence (“Law 1: Never Outshine the Master”), others teach the value of confidence (“Law 28: Enter Action with Boldness”), and many recommend absolute self-preservation (“Law 15: Crush Your Enemy Totally”). Every law, though, has one thing in common: an interest in total domination. In a bold and arresting two-color package, The 48 Laws of Power is ideal whether your aim is conquest, self-defense, or simply to understand the rules of the game.",1101042451,9781101042458,BOOK,,en,4.5,101,,,,http://books.google.com/books/content?id=afCxg5sogvAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=afCxg5sogvAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=afCxg5sogvAC&printsec=frontcover&dq=intitle:48+Laws+Of+Power&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=afCxg5sogvAC&source=gbs_api,https://play.google.com/store/books/details?id=afCxg5sogvAC,True,FOR_SALE,https://play.google.com/store/books/details?id=afCxg5sogvAC&rdid=book-afCxg5sogvAC&rdot=1&source=gbs_api,PARTIAL,False,True,False,2,3,,no,"Kniha je schválena. Jedná se o detailní manuál, který představuje 48 konkrétních, historicky doložených zákonů a strategií pro získání a udržení moci, což přesně odpovídá kategorii 2 (Praktická dovednost, proces a nástroj). Vzhledem k mimořádnému rozsahu (497 stran) a hustotě obsahu, který čerpá z 3000 let historie a řady filozofických směrů, jsou standardní 2 body navýšeny na 3. Kniha je svým záběrem multidisciplinární, neboť analyzuje mocenské dynamiky v širokém společenském a kulturním kontextu a přesahuje tak jednu specifickou oblast.",gemini-2.5-pro,v1
31,Kreativní Copywriting,,2,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),13,Kreativní copywriting,Anna Sálová,267,Business & Economics,,Computer Press,2018-01-01,"Udělejte v copywritingu další krok kupředu a vpusťte do něj pořádnou dávku inspirace. Díky 33 kapitolám nabitým tipy z autorčiny praxe i zkušenostmi světových osobností si uděláte z copywriterské rutiny kreativní dobrodružství. V 5 částech knihy se postupně naučíte přicházet s novými nápady, odhalíte motivace zákazníků, ujasníte si hlavní složky dobrého kousku copy a začnete vyprávět příběhy, které chytnou a nepustí. Každou inspiraci doplňují vysvětlující grafy, praktické pomůcky, cvičení pro rozpohybování mysli a také ilustrace talentovaného Ticha762. Přestaňte sekat copy jak Baťa cvičky a dostaňte se pod povrch klasických pouček – jen tak vás psaní bude naplňovat a nestane se fádní rutinou. O autorce: Anička Sálová se věnuje copywritingu a online marketingu přes 5 let. V tehdy největší online marketingové agentuře ČR – H1.cz – to dotáhla až na vedoucí tamního copytýmu. Odtud už byl jen krůček k založení vlastní obsahové agentury Content Wizards. Jako content strategist pomáhá online projektům najít vlastní hlas a školí veřejnost i firmy.",8025149161,9788025149164,BOOK,,cs,,,,,,http://books.google.com/books/content?id=bBy2DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=bBy2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=bBy2DwAAQBAJ&printsec=frontcover&dq=intitle:Kreativn%C3%AD+Copywriting&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=bBy2DwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=bBy2DwAAQBAJ,True,FOR_SALE,https://play.google.com/store/books/details?id=bBy2DwAAQBAJ&rdid=book-bBy2DwAAQBAJ&rdot=1&source=gbs_api,PARTIAL,False,False,True,2,2,Marketing,no,"Kniha je schválena, protože se jedná o praktickou příručku zaměřenou na konkrétní dovednost v oblasti marketingu. Hodnocení 2 body odpovídá kategorii H2 (Praktická dovednost, proces a nástroj), což přesně vystihuje obsah plný tipů z praxe, cvičení a konkrétních postupů pro copywritery. Počet stran je standardní, takže se základní bodové hodnocení nemění. Kniha je jasným přínosem pro rozvoj marketingových dovedností.",gemini-2.5-pro,v1
32,"Jab, Jab, Jab, Right Hook",,2,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),13,"Jab, Jab, Jab, Right Hook",Gary Vaynerchuk,224,,"How to Tell Your Story in a Noisy, Social World",Collins,2013,,0062316710,9780062316714,BOOK,,en,,,,,,,,,,,,"http://books.google.cz/books?id=I9conwEACAAJ&dq=intitle:Jab,+Jab,+Jab,+Right+Hook&hl=&cd=1&source=gbs_api","http://books.google.cz/books?id=I9conwEACAAJ&dq=intitle:Jab,+Jab,+Jab,+Right+Hook&hl=&source=gbs_api",https://books.google.com/books/about/Jab_Jab_Jab_Right_Hook.html?hl=&id=I9conwEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,2,2,Marketing,no,"Kniha je schválena, protože se jedná o praktickou příručku pro marketing na sociálních sítích. Autor nabízí konkrétní postupy, taktiky a případové studie, což přesně odpovídá definici kategorie 2 (Praktická dovednost, proces a nástroj). Z tohoto důvodu kniha získává 2 body. Rozsah 224 stran neodůvodňuje žádnou úpravu standardního bodování.",gemini-2.5-pro,v1
33,Odkud Se Berou Dobré Nápady?,,3,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),11,Odkud se berou dobré nápady,Steven Johnson,254,,,,2012,,8073633612,9788073633615,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=I4ywMwEACAAJ&dq=intitle:Odkud+Se+Berou+Dobr%C3%A9+N%C3%A1pady%3F&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=I4ywMwEACAAJ&dq=intitle:Odkud+Se+Berou+Dobr%C3%A9+N%C3%A1pady%3F&hl=&source=gbs_api,https://books.google.com/books/about/Odkud_se_berou_dobr%C3%A9_n%C3%A1pady.html?hl=&id=I4ywMwEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,3,3,Inovace & kreativita,no,"Kniha je schválena. Autor se zabývá historií inovací a analyzuje společné vzorce a prostředí, které vedou ke vzniku přelomových myšlenek, což přesně odpovídá kategorii 3 (systémové myšlení). Nejde o jednoduchý návod, ale o komplexní pohled, který má za cíl transformovat uvažování čtenáře o kreativitě. Bodové hodnocení 3 plně odpovídá této kategorii a rozsah knihy 254 stran nevyžaduje žádnou úpravu standardního bodování.",gemini-2.5-pro,v1
34,Projektový Management V Praxi,,1,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),9,Projektový management v praxi,"Doležal Jan, Krátký Jiří",177,Business & Economics,Naučte se řídit projekty!,Grada Publishing a.s.,2016-11-02,"Řízení projektu má svá pravidla a nástroje a tato kniha vás s nimi seznámí. Získáte s ní srozumitelný návod, jak definovat, naplánovat, zrealizovat a ukončit méně komplexní projekty. Pomocí příběhu o vzniku a realizaci projektu v malé organizaci vás provede celým životním cyklem jednoho projektu.",8027194954,9788027194957,BOOK,,cs,,,,,,http://books.google.com/books/content?id=qCmQDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=qCmQDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=qCmQDgAAQBAJ&printsec=frontcover&dq=intitle:Projektov%C3%BD+Management+V+Praxi&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=qCmQDgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=qCmQDgAAQBAJ,True,FOR_SALE,https://play.google.com/store/books/details?id=qCmQDgAAQBAJ&rdid=book-qCmQDgAAQBAJ&rdot=1&source=gbs_api,PARTIAL,False,False,True,2,2,Management,no,"Kniha je schválena, protože se jedná o praktickou příručku zaměřenou na management. Popis jasně uvádí, že jde o srozumitelný návod na řízení projektů s konkrétními pravidly a nástroji, což plně odpovídá kategorii 2 (Praktická dovednost, proces a nástroj). Bodové hodnocení je stanoveno na 2 body. Počet stran 177 nesplňuje kritéria pro úpravu bodů.",gemini-2.5-pro,v1
35,Tajná Řeč Těla,,2,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),4,Tajná řeč těla,David Lewis,229,,,,1998,,8072190040,9788072190041,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=dzxqGwAACAAJ&dq=intitle:Tajn%C3%A1+%C5%98e%C4%8D+T%C4%9Bla&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=dzxqGwAACAAJ&dq=intitle:Tajn%C3%A1+%C5%98e%C4%8D+T%C4%9Bla&hl=&source=gbs_api,https://books.google.com/books/about/Tajn%C3%A1_%C5%99e%C4%8D_t%C4%9Bla.html?hl=&id=dzxqGwAACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,2,2,Komunikace & prodej,no,"Kniha je schválena. Spadá do kategorie 2, protože se zaměřuje na praktickou dovednost – interpretaci řeči těla, což je konkrétní nástroj pro lepší komunikaci a porozumění druhým. Standardní 2 body odpovídají obsahu, který poskytuje konkrétní postupy a návody. Počet stran nevyžaduje úpravu bodového hodnocení.",gemini-2.5-pro,v1
36,8 Strategií Růstu,,2,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),5,8 strategií růstu,"Philip Kotler, Milton Kotler",208,,jak ovládnout trh,,2013,,8026500768,9788026500766,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=dh3QngEACAAJ&dq=intitle:8+Strategi%C3%AD+R%C5%AFstu&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=dh3QngEACAAJ&dq=intitle:8+Strategi%C3%AD+R%C5%AFstu&hl=&source=gbs_api,https://books.google.com/books/about/8_strategi%C3%AD_r%C5%AFstu.html?hl=&id=dh3QngEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,2,2,Marketing,no,"Kniha je schválena, protože se jedná o relevantní titul z oblasti marketingu a byznysových strategií od světově uznávaného autora. Hodnocení 2 je přiděleno, neboť kniha nabízí konkrétní postupy a strategie, což odpovídá kategorii praktických dovedností a procesů. Počet bodů je 2, jelikož se jedná o standardní bodování pro tuto kategorii a počet stran (208) není důvodem pro úpravu.",gemini-2.5-pro,v1
37,"Konec Prokrastinace, Jak Přestat Odkládat A Začít Žít Naplno",,2,True,,Čeká na schválení,,,14.09.2024 18:39,Chamrád Michal (S-PEF),5,KONEC PROKRASTINACE. JAK PESTAT ODKLADAT A ZAIT IT NAPLNO,PETR LUDWIG.,,,,,2013,,8087270525,9788087270523,BOOK,,cs,,,,,,,,,,,,"http://books.google.cz/books?id=O9h2zQEACAAJ&dq=intitle:Konec+Prokrastinace,+Jak+P%C5%99estat+Odkl%C3%A1dat+A+Za%C4%8D%C3%ADt+%C5%BD%C3%ADt+Naplno&hl=&cd=1&source=gbs_api","http://books.google.cz/books?id=O9h2zQEACAAJ&dq=intitle:Konec+Prokrastinace,+Jak+P%C5%99estat+Odkl%C3%A1dat+A+Za%C4%8D%C3%ADt+%C5%BD%C3%ADt+Naplno&hl=&source=gbs_api",https://books.google.com/books/about/KONEC_PROKRASTINACE_JAK_PESTAT_ODKLADAT.html?hl=&id=O9h2zQEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,2,2,,no,"Kniha je schválena, jelikož se jedná o praktickou příručku zaměřenou na změnu návyků. Poskytuje konkrétní nástroje a postupy pro boj s prokrastinací, což přesně odpovídá kategorii Hodnocení 2. Z tohoto důvodu jsou jí přiřazeny 2 body. Vzhledem k tomu, že počet stran chybí, nebylo možné bodování upravit.",gemini-2.5-pro,v1
38,A Higher Standard Of Leadership: Lessons From The Life Of Gandhi,,3,True,,,,,14.09.2024 18:39,Chamrád Michal (S-PEF),12,A Higher Standard of Leadership,Keshavan Nair,182,Biography & Autobiography,Lessons from the Life of Gandhi,Berrett-Koehler Publishers,1994,"Through examples of Mahatma Gandhi's life and writing, the author relates Gandhi's work, decision-making and goals.",1576750116,9781576750117,BOOK,,en,5,1,,,,http://books.google.com/books/content?id=tqVmIyrkbtAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=tqVmIyrkbtAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=tqVmIyrkbtAC&printsec=frontcover&dq=intitle:A+Higher+Standard+Of+Leadership:+Lessons+From+The+Life+Of+Gandhi&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=tqVmIyrkbtAC&dq=intitle:A+Higher+Standard+Of+Leadership:+Lessons+From+The+Life+Of+Gandhi&hl=&source=gbs_api,https://books.google.com/books/about/A_Higher_Standard_of_Leadership.html?hl=&id=tqVmIyrkbtAC,False,NOT_FOR_SALE,,PARTIAL,False,False,True,1,1,Leadership,no,"Kniha je schválena, protože se věnuje tématu leadershipu, což je relevantní oblast. Jde o biografické dílo, které na příkladu života Mahátmy Gándhího inspiruje čtenáře, což přesně odpovídá kategorii 1 (Inspirace) a zisku jednoho bodu. Kniha nenabízí konkrétní procesy nebo komplexní systémové modely, ale slouží jako zdroj motivace. Počet stran 182 neodůvodňuje žádnou změnu v bodování.",gemini-2.5-pro,v1
